description_string,description_list
"when i first came to congress, we got a tour of the capitol. as a lover of art and museums, i spent time analyzing the art and i noticed just how problematic some of the art is. some of the art that has been on display for millions to come see is rooted in racism and doesn’t depict accurate representations of history. so come along with me as we discuss some of this art and it’s “problems”.","['when', 'i', 'first', 'came', 'to', 'congress', 'we', 'got', 'a', 'tour', 'of', 'the', 'capitol', 'as', 'a', 'lover', 'of', 'art', 'and', 'museums', 'i', 'spent', 'time', 'analyzing', 'the', 'art', 'and', 'i', 'noticed', 'just', 'how', 'problematic', 'some', 'of', 'the', 'art', 'is', 'some', 'of', 'the', 'art', 'that', 'has', 'been', 'on', 'display', 'for', 'millions', 'to', 'come', 'see', 'is', 'rooted', 'in', 'racism', 'and', 'doesnt', 'depict', 'accurate', 'representations', 'of', 'history', 'so', 'come', 'along', 'with', 'me', 'as', 'we', 'discuss', 'some', 'of', 'this', 'art', 'and', 'its', 'problems']"
"republicans show you time & time again that they will always choose those big, bountiful checks from the gun lobby over the lives of the american people.","['republicans', 'show', 'you', 'time', 'time', 'again', 'that', 'they', 'will', 'always', 'choose', 'those', 'big', 'bountiful', 'checks', 'from', 'the', 'gun', 'lobby', 'over', 'the', 'lives', 'of', 'the', 'american', 'people']"
"meet our office dog, feranmi.","['meet', 'our', 'office', 'dog', 'feranmi']"
"instead of doing anything about the smoke filled air, republicans are holding anti-climate hearings that they don’t even show up to. bffr.","['instead', 'of', 'doing', 'anything', 'about', 'the', 'smoke', 'filled', 'air', 'republicans', 'are', 'holding', 'anticlimate', 'hearings', 'that', 'they', 'dont', 'even', 'show', 'up', 'to', 'bffr']"
glance at a week in the life of a member of congress,"['glance', 'at', 'a', 'week', 'in', 'the', 'life', 'of', 'a', 'member', 'of', 'congress']"
"crushing student debt is suffocating millions, hindering our ability to start lives, buy homes, save for retirement & build generational wealth.i'll be voting ""no"" on h.j. res. 45, republican’s plan to tear away relief from 122,500 students in my district alone.","['crushing', 'student', 'debt', 'is', 'suffocating', 'millions', 'hindering', 'our', 'ability', 'to', 'start', 'lives', 'buy', 'homes', 'save', 'for', 'retirement', 'build', 'generational', 'wealthill', 'be', 'voting', 'no', 'on', 'hj', 'res', 'republicans', 'plan', 'to', 'tear', 'away', 'relief', 'from', 'students', 'in', 'my', 'district', 'alone']"
"we all agree that prescription drug prices are out of control. yet we seem to be the only country suffering from this problem.over the last three years, an investigation by the oversight committe has discovered the many ways that pharmaceutical companies prioritize profits over people.","['we', 'all', 'agree', 'that', 'prescription', 'drug', 'prices', 'are', 'out', 'of', 'control', 'yet', 'we', 'seem', 'to', 'be', 'the', 'only', 'country', 'suffering', 'from', 'this', 'problemover', 'the', 'last', 'three', 'years', 'an', 'investigation', 'by', 'the', 'oversight', 'committe', 'has', 'discovered', 'the', 'many', 'ways', 'that', 'pharmaceutical', 'companies', 'prioritize', 'profits', 'over', 'people']"
pov: me when they realize they let a working-class black woman with hundreds of thousands of dollars in student debt into congress.,"['pov', 'me', 'when', 'they', 'realize', 'they', 'let', 'a', 'workingclass', 'black', 'woman', 'with', 'hundreds', 'of', 'thousands', 'of', 'dollars', 'in', 'student', 'debt', 'into', 'congress']"
this is about families having food taken away. this is about students not being able to go to school. this is about veterans not getting the treatment they need & this is about kids & seniors having health care stripped away.,"['this', 'is', 'about', 'families', 'having', 'food', 'taken', 'away', 'this', 'is', 'about', 'students', 'not', 'being', 'able', 'to', 'go', 'to', 'school', 'this', 'is', 'about', 'veterans', 'not', 'getting', 'the', 'treatment', 'they', 'need', 'this', 'is', 'about', 'kids', 'seniors', 'having', 'health', 'care', 'stripped', 'away']"
"this has never been about the budget for republicans.they’re plotting to strip away food from the struggling, subsistence from seniors, earned benefits from the elderly & keep kids out of classrooms just to give their rich donors a handout big enough to buy another yacht.","['this', 'has', 'never', 'been', 'about', 'the', 'budget', 'for', 'republicanstheyre', 'plotting', 'to', 'strip', 'away', 'food', 'from', 'the', 'struggling', 'subsistence', 'from', 'seniors', 'earned', 'benefits', 'from', 'the', 'elderly', 'keep', 'kids', 'out', 'of', 'classrooms', 'just', 'to', 'give', 'their', 'rich', 'donors', 'a', 'handout', 'big', 'enough', 'to', 'buy', 'another', 'yacht']"
imagine taking food or medicaid away from a family in need so your rich donor has money to buy another yacht.imagine cutting childcare for a kid or increasing school costs so your rich donor can buy another vacation house at the beach.,"['imagine', 'taking', 'food', 'or', 'medicaid', 'away', 'from', 'a', 'family', 'in', 'need', 'so', 'your', 'rich', 'donor', 'has', 'money', 'to', 'buy', 'another', 'yachtimagine', 'cutting', 'childcare', 'for', 'a', 'kid', 'or', 'increasing', 'school', 'costs', 'so', 'your', 'rich', 'donor', 'can', 'buy', 'another', 'vacation', 'house', 'at', 'the', 'beach']"
"in the wealthiest nation on earth, no one should be without health care. period.that is one of the many reasons why i'm proud to cosponsor","['in', 'the', 'wealthiest', 'nation', 'on', 'earth', 'no', 'one', 'should', 'be', 'without', 'health', 'care', 'periodthat', 'is', 'one', 'of', 'the', 'many', 'reasons', 'why', 'im', 'proud', 'to', 'cosponsor']"
"d.c. pays more per capita federal taxes than any state, including kentucky, yet they are denied full voting representation in congress.make no mistake: d.c. statehood is about democracy.","['dc', 'pays', 'more', 'per', 'capita', 'federal', 'taxes', 'than', 'any', 'state', 'including', 'kentucky', 'yet', 'they', 'are', 'denied', 'full', 'voting', 'representation', 'in', 'congressmake', 'no', 'mistake', 'dc', 'statehood', 'is', 'about', 'democracy']"
day in the life of a member of congress:✅ sst & oversight committee hearings✅ congressional black caucus meeting✅ meet and greet with,"['day', 'in', 'the', 'life', 'of', 'a', 'member', 'of', 'congress', 'sst', 'oversight', 'committee', 'hearings', 'congressional', 'black', 'caucus', 'meeting', 'meet', 'and', 'greet', 'with']"
republicans want to control what books you read & what history you learn.they want to control who you are and who you love.they want to control our bodies.,"['republicans', 'want', 'to', 'control', 'what', 'books', 'you', 'read', 'what', 'history', 'you', 'learnthey', 'want', 'to', 'control', 'who', 'you', 'are', 'and', 'who', 'you', 'lovethey', 'want', 'to', 'control', 'our', 'bodies']"
"enjoyed spending time with my brother,.proud to stand alongside him in the fight aganist fascism and for our democracy.","['enjoyed', 'spending', 'time', 'with', 'my', 'brotherproud', 'to', 'stand', 'alongside', 'him', 'in', 'the', 'fight', 'aganist', 'fascism', 'and', 'for', 'our', 'democracy']"
doescome up with anything on his own?,"['doescome', 'up', 'with', 'anything', 'on', 'his', 'own']"
"republicans are trying to silence all our voices. young voices, black & brown voices, working class voices, marginalized voices.but we’re standing up to them with hope & ferocity.","['republicans', 'are', 'trying', 'to', 'silence', 'all', 'our', 'voices', 'young', 'voices', 'black', 'brown', 'voices', 'working', 'class', 'voices', 'marginalized', 'voicesbut', 'were', 'standing', 'up', 'to', 'them', 'with', 'hope', 'ferocity']"
"it's a shame that 100 years after the equal rights amendment was first introduced, we are still fighting for gender equality in our constitution.so today, we marched to the senate floor to demand congress finally pass the","['its', 'a', 'shame', 'that', 'years', 'after', 'the', 'equal', 'rights', 'amendment', 'was', 'first', 'introduced', 'we', 'are', 'still', 'fighting', 'for', 'gender', 'equality', 'in', 'our', 'constitutionso', 'today', 'we', 'marched', 'to', 'the', 'senate', 'floor', 'to', 'demand', 'congress', 'finally', 'pass', 'the']"
i stood alongside my brothers& state rep. justin jones to stand with young people across america who are fired up and fed up.fed up with maga fascism & their shameless schemes to silence us. fed up with attacks on our freedoms & our futures. fed up with inaction.,"['i', 'stood', 'alongside', 'my', 'brothers', 'state', 'rep', 'justin', 'jones', 'to', 'stand', 'with', 'young', 'people', 'across', 'america', 'who', 'are', 'fired', 'up', 'and', 'fed', 'upfed', 'up', 'with', 'maga', 'fascism', 'their', 'shameless', 'schemes', 'to', 'silence', 'us', 'fed', 'up', 'with', 'attacks', 'on', 'our', 'freedoms', 'our', 'futures', 'fed', 'up', 'with', 'inaction']"
sat down with rep. balint for a candid conversation about what it’s like to work in this republican majority 🤡,"['sat', 'down', 'with', 'rep', 'balint', 'for', 'a', 'candid', 'conversation', 'about', 'what', 'its', 'like', 'to', 'work', 'in', 'this', 'republican', 'majority']"
behind the scenes of theshoot.,"['behind', 'the', 'scenes', 'of', 'theshoot']"
"the green new deal movement is powerful because it’s intersectional: climate justice, racial justice, health justice, economic justice, social justice, and health justice. now we’ve got to get to the finish line.","['the', 'green', 'new', 'deal', 'movement', 'is', 'powerful', 'because', 'its', 'intersectional', 'climate', 'justice', 'racial', 'justice', 'health', 'justice', 'economic', 'justice', 'social', 'justice', 'and', 'health', 'justice', 'now', 'weve', 'got', 'to', 'get', 'to', 'the', 'finish', 'line']"
"we did it, joanna! so good to have you in d.c.!","['we', 'did', 'it', 'joanna', 'so', 'good', 'to', 'have', 'you', 'in', 'dc']"
my first 100 days in congress in 1 minute.💛✊🏽,"['my', 'first', 'days', 'in', 'congress', 'in', 'minute']"
"we’re going to cancel student debt! 30 million americans will be eligible to have all or some their student loans forgiven. this new plan will cancel runaway interest, provide relief for borrowers who have been paying their loans for over 20 years and for 2 million borrowers who already qualify debt forgiveness programs but are not enrolled. it will even cancel debt for borrowers facing financial hardship, and much more. stay tuned!","['were', 'going', 'to', 'cancel', 'student', 'debt', 'million', 'americans', 'will', 'be', 'eligible', 'to', 'have', 'all', 'or', 'some', 'their', 'student', 'loans', 'forgiven', 'this', 'new', 'plan', 'will', 'cancel', 'runaway', 'interest', 'provide', 'relief', 'for', 'borrowers', 'who', 'have', 'been', 'paying', 'their', 'loans', 'for', 'over', 'years', 'and', 'for', 'million', 'borrowers', 'who', 'already', 'qualify', 'debt', 'forgiveness', 'programs', 'but', 'are', 'not', 'enrolled', 'it', 'will', 'even', 'cancel', 'debt', 'for', 'borrowers', 'facing', 'financial', 'hardship', 'and', 'much', 'more', 'stay', 'tuned']"
"has there ever been a president subject to as many criminal charges, indictments, and investigations as donald trump?no.trump wants to play the victim, but this is about his corruption and criminal behavior.","['has', 'there', 'ever', 'been', 'a', 'president', 'subject', 'to', 'as', 'many', 'criminal', 'charges', 'indictments', 'and', 'investigations', 'as', 'donald', 'trumpnotrump', 'wants', 'to', 'play', 'the', 'victim', 'but', 'this', 'is', 'about', 'his', 'corruption', 'and', 'criminal', 'behavior']"
"“when we are talking about the famine, the actions of hamas should not be tied to whether a 3 year-old can eat. the actions of hamas do not justify forcing hundreds of thousands of people to eat grass.”","['when', 'we', 'are', 'talking', 'about', 'the', 'famine', 'the', 'actions', 'of', 'hamas', 'should', 'not', 'be', 'tied', 'to', 'whether', 'a', 'yearold', 'can', 'eat', 'the', 'actions', 'of', 'hamas', 'do', 'not', 'justify', 'forcing', 'hundreds', 'of', 'thousands', 'of', 'people', 'to', 'eat', 'grass']"
"you can cut down every flower, but you can’t stop the spring 🌷aoc joined maxwell frost at the madsoul music festival in orlando to fight back against the right-wing, neo-fascist movement with community & electoral organizing, political education, cultural celebration, and a commitment to building a better world with solidarity and hope over fear and isolation.","['you', 'can', 'cut', 'down', 'every', 'flower', 'but', 'you', 'cant', 'stop', 'the', 'spring', 'aoc', 'joined', 'maxwell', 'frost', 'at', 'the', 'madsoul', 'music', 'festival', 'in', 'orlando', 'to', 'fight', 'back', 'against', 'the', 'rightwing', 'neofascist', 'movement', 'with', 'community', 'electoral', 'organizing', 'political', 'education', 'cultural', 'celebration', 'and', 'a', 'commitment', 'to', 'building', 'a', 'better', 'world', 'with', 'solidarity', 'and', 'hope', 'over', 'fear', 'and', 'isolation']"
"this january, aoc joined the gurls talk podcast with adwoa aboah for an insightful conversation about authenticity, facing fear head-on, our impact with activism, and more.","['this', 'january', 'aoc', 'joined', 'the', 'gurls', 'talk', 'podcast', 'with', 'adwoa', 'aboah', 'for', 'an', 'insightful', 'conversation', 'about', 'authenticity', 'facing', 'fear', 'headon', 'our', 'impact', 'with', 'activism', 'and', 'more']"
"five years ago, we introduced a vision for social and ecological transformation big enough to save our planet—the green new deal.since then, gnd organizing has paved the way for the largest ever federal investment to fight climate change—$369 billion that will create 9 million new jobs. that’s just the down payment.","['five', 'years', 'ago', 'we', 'introduced', 'a', 'vision', 'for', 'social', 'and', 'ecological', 'transformation', 'big', 'enough', 'to', 'save', 'our', 'planetthe', 'green', 'new', 'dealsince', 'then', 'gnd', 'organizing', 'has', 'paved', 'the', 'way', 'for', 'the', 'largest', 'ever', 'federal', 'investment', 'to', 'fight', 'climate', 'change', 'billion', 'that', 'will', 'create', 'million', 'new', 'jobs', 'thats', 'just', 'the', 'down', 'payment']"
"student loan guide pt 6/6: what to do if your loan servicer is mishandling your account.it is very important to document if your loan servicer is mishandling your account or making mistakes. in the past, loan servicers who mishandled loans resulted in over student loan cancellation for people impacted. it also helps officials keep an eye 👁️ out for bad actors and pursue accountability and oversight. so: document, document, document! this last video installment will show you how.","['student', 'loan', 'guide', 'pt', 'what', 'to', 'do', 'if', 'your', 'loan', 'servicer', 'is', 'mishandling', 'your', 'accountit', 'is', 'very', 'important', 'to', 'document', 'if', 'your', 'loan', 'servicer', 'is', 'mishandling', 'your', 'account', 'or', 'making', 'mistakes', 'in', 'the', 'past', 'loan', 'servicers', 'who', 'mishandled', 'loans', 'resulted', 'in', 'over', 'student', 'loan', 'cancellation', 'for', 'people', 'impacted', 'it', 'also', 'helps', 'officials', 'keep', 'an', 'eye', 'out', 'for', 'bad', 'actors', 'and', 'pursue', 'accountability', 'and', 'oversight', 'so', 'document', 'document', 'document', 'this', 'last', 'video', 'installment', 'will', 'show', 'you', 'how']"
"student loan guide pt 5/6: what happens if i don’t pay and how do you even start?.while we disagree with lifting of the payment pause, lots of people are asking about where to even start after 3 years of suspended payments. after you check if you’re eligible for the current loan cancellation and payment reduction/elimination programs, this video will walk you through some of the basic facts and logistics. while is not an endorsement of payments restarting, we do think it’s important that people have the facts. so here it is!","['student', 'loan', 'guide', 'pt', 'what', 'happens', 'if', 'i', 'dont', 'pay', 'and', 'how', 'do', 'you', 'even', 'startwhile', 'we', 'disagree', 'with', 'lifting', 'of', 'the', 'payment', 'pause', 'lots', 'of', 'people', 'are', 'asking', 'about', 'where', 'to', 'even', 'start', 'after', 'years', 'of', 'suspended', 'payments', 'after', 'you', 'check', 'if', 'youre', 'eligible', 'for', 'the', 'current', 'loan', 'cancellation', 'and', 'payment', 'reductionelimination', 'programs', 'this', 'video', 'will', 'walk', 'you', 'through', 'some', 'of', 'the', 'basic', 'facts', 'and', 'logistics', 'while', 'is', 'not', 'an', 'endorsement', 'of', 'payments', 'restarting', 'we', 'do', 'think', 'its', 'important', 'that', 'people', 'have', 'the', 'facts', 'so', 'here', 'it', 'is']"
"student loan guide pt 4/6: eliminating/reducing your student loan payment with the new save program.in addition to continuing to pursue broader loan cancellation, the biden admin also announced a new loan program called save that could lower or eliminate your loan payments - even if you’ve already been on another income-driven repayment program previously. this video explains what it is and how to sign up or learn more.","['student', 'loan', 'guide', 'pt', 'eliminatingreducing', 'your', 'student', 'loan', 'payment', 'with', 'the', 'new', 'save', 'programin', 'addition', 'to', 'continuing', 'to', 'pursue', 'broader', 'loan', 'cancellation', 'the', 'biden', 'admin', 'also', 'announced', 'a', 'new', 'loan', 'program', 'called', 'save', 'that', 'could', 'lower', 'or', 'eliminate', 'your', 'loan', 'payments', 'even', 'if', 'youve', 'already', 'been', 'on', 'another', 'incomedriven', 'repayment', 'program', 'previously', 'this', 'video', 'explains', 'what', 'it', 'is', 'and', 'how', 'to', 'sign', 'up', 'or', 'learn', 'more']"
"student loan guide part 3/6: you could be eligible for loan cancellation *now* and not know it.while the fight for broader student loan cancellation continues (and we should expect updates on that over the next year), there are certain categories of people who are eligible for cancellation programs now. namely: public service (gov/nonprofit), teachers, permanent disability, and those who were either misled by their colleges or had their colleges close down during or shortly after graduating.","['student', 'loan', 'guide', 'part', 'you', 'could', 'be', 'eligible', 'for', 'loan', 'cancellation', 'now', 'and', 'not', 'know', 'itwhile', 'the', 'fight', 'for', 'broader', 'student', 'loan', 'cancellation', 'continues', 'and', 'we', 'should', 'expect', 'updates', 'on', 'that', 'over', 'the', 'next', 'year', 'there', 'are', 'certain', 'categories', 'of', 'people', 'who', 'are', 'eligible', 'for', 'cancellation', 'programs', 'now', 'namely', 'public', 'service', 'govnonprofit', 'teachers', 'permanent', 'disability', 'and', 'those', 'who', 'were', 'either', 'misled', 'by', 'their', 'colleges', 'or', 'had', 'their', 'colleges', 'close', 'down', 'during', 'or', 'shortly', 'after', 'graduating']"
"student loan guide part 2/6: how did we get here?.there’s a lot of confusion out there as to whether cancellation is still alive, what the status of it is, and why payments are restarting. this video briefly runs through the timeline of events from the first cancellation announcement, to scotus, to payments restarting. if you’ve heard a lot of on/off about the program in the news, this should put that into context and answer some of those questions. this is not an endorsement of payments restarting, but recounting the sequence of events and summarizing where we are now since we’ve seen some confusion out there. if you want to jump straight into questions about your loans, check out part 3 and beyond.","['student', 'loan', 'guide', 'part', 'how', 'did', 'we', 'get', 'heretheres', 'a', 'lot', 'of', 'confusion', 'out', 'there', 'as', 'to', 'whether', 'cancellation', 'is', 'still', 'alive', 'what', 'the', 'status', 'of', 'it', 'is', 'and', 'why', 'payments', 'are', 'restarting', 'this', 'video', 'briefly', 'runs', 'through', 'the', 'timeline', 'of', 'events', 'from', 'the', 'first', 'cancellation', 'announcement', 'to', 'scotus', 'to', 'payments', 'restarting', 'if', 'youve', 'heard', 'a', 'lot', 'of', 'onoff', 'about', 'the', 'program', 'in', 'the', 'news', 'this', 'should', 'put', 'that', 'into', 'context', 'and', 'answer', 'some', 'of', 'those', 'questions', 'this', 'is', 'not', 'an', 'endorsement', 'of', 'payments', 'restarting', 'but', 'recounting', 'the', 'sequence', 'of', 'events', 'and', 'summarizing', 'where', 'we', 'are', 'now', 'since', 'weve', 'seen', 'some', 'confusion', 'out', 'there', 'if', 'you', 'want', 'to', 'jump', 'straight', 'into', 'questions', 'about', 'your', 'loans', 'check', 'out', 'part', 'and', 'beyond']"
"student loan guide part 1 of 6: introductionthe fight for student loan cancellation is alive and we are making progress. however, lots of you have been sending me questions about payments restarting on october 1st, including about newly announced programs and basic logistics. in that light, we have put together a 6 part playlist guide to answer some of your most common questions and help people navigate the boatloads of information while we continue to organize. please note that this is not an endorsement of loans restarting, but merely a transmission of basic facts and essential info since there's a lot of mistaken claims floating around and we want to make sure people have access to the facts.","['student', 'loan', 'guide', 'part', 'of', 'introductionthe', 'fight', 'for', 'student', 'loan', 'cancellation', 'is', 'alive', 'and', 'we', 'are', 'making', 'progress', 'however', 'lots', 'of', 'you', 'have', 'been', 'sending', 'me', 'questions', 'about', 'payments', 'restarting', 'on', 'october', 'st', 'including', 'about', 'newly', 'announced', 'programs', 'and', 'basic', 'logistics', 'in', 'that', 'light', 'we', 'have', 'put', 'together', 'a', 'part', 'playlist', 'guide', 'to', 'answer', 'some', 'of', 'your', 'most', 'common', 'questions', 'and', 'help', 'people', 'navigate', 'the', 'boatloads', 'of', 'information', 'while', 'we', 'continue', 'to', 'organize', 'please', 'note', 'that', 'this', 'is', 'not', 'an', 'endorsement', 'of', 'loans', 'restarting', 'but', 'merely', 'a', 'transmission', 'of', 'basic', 'facts', 'and', 'essential', 'info', 'since', 'theres', 'a', 'lot', 'of', 'mistaken', 'claims', 'floating', 'around', 'and', 'we', 'want', 'to', 'make', 'sure', 'people', 'have', 'access', 'to', 'the', 'facts']"
"icymi: last week, i filed the, the next step in fixing a failed student debt system that's prevented many from achieving the.","['icymi', 'last', 'week', 'i', 'filed', 'the', 'the', 'next', 'step', 'in', 'fixing', 'a', 'failed', 'student', 'debt', 'system', 'thats', 'prevented', 'many', 'from', 'achieving', 'the']"
"🚨breaking: today, i introduced theact!this much-needed bill makes college more affordable for borrowers and families, builds off potus' student debt relief, and finally addresses the ongoing student debt crisis. it’s time we fix this broken system once and for all.","['breaking', 'today', 'i', 'introduced', 'theactthis', 'muchneeded', 'bill', 'makes', 'college', 'more', 'affordable', 'for', 'borrowers', 'and', 'families', 'builds', 'off', 'potus', 'student', 'debt', 'relief', 'and', 'finally', 'addresses', 'the', 'ongoing', 'student', 'debt', 'crisis', 'its', 'time', 'we', 'fix', 'this', 'broken', 'system', 'once', 'and', 'for', 'all']"
the little bahamas neighborhood is a lively and bustling piece of history located right in our back yard.tag along as we tour this community and visit historical landmarks with local leaders and members of the bahamian government!,"['the', 'little', 'bahamas', 'neighborhood', 'is', 'a', 'lively', 'and', 'bustling', 'piece', 'of', 'history', 'located', 'right', 'in', 'our', 'back', 'yardtag', 'along', 'as', 'we', 'tour', 'this', 'community', 'and', 'visit', 'historical', 'landmarks', 'with', 'local', 'leaders', 'and', 'members', 'of', 'the', 'bahamian', 'government']"
"in south florida, we have a front row seat to the diversity of our hispanic communities. whether it’s sipping a cafecito, enjoying a cuban sandwich, or dancing to salsa, we are better off for the contributions of immigrants from the hispanic diaspora!","['in', 'south', 'florida', 'we', 'have', 'a', 'front', 'row', 'seat', 'to', 'the', 'diversity', 'of', 'our', 'hispanic', 'communities', 'whether', 'its', 'sipping', 'a', 'cafecito', 'enjoying', 'a', 'cuban', 'sandwich', 'or', 'dancing', 'to', 'salsa', 'we', 'are', 'better', 'off', 'for', 'the', 'contributions', 'of', 'immigrants', 'from', 'the', 'hispanic', 'diaspora']"
"promise made, promise kept ✅last week, i celebrated with many who have helped sew the fabric of our community & all those that came together to help enshrine the official designation of the little bahamas of coconut grove neighborhood—a true accomplishment for our community!","['promise', 'made', 'promise', 'kept', 'last', 'week', 'i', 'celebrated', 'with', 'many', 'who', 'have', 'helped', 'sew', 'the', 'fabric', 'of', 'our', 'community', 'all', 'those', 'that', 'came', 'together', 'to', 'help', 'enshrine', 'the', 'official', 'designation', 'of', 'the', 'little', 'bahamas', 'of', 'coconut', 'grove', 'neighborhooda', 'true', 'accomplishment', 'for', 'our', 'community']"
"yesterday, president biden signed the historicinto law!for those wondering how this legislation will help them, watch my short video that explains it clearly – this bill is a win for our health, climate, and our future.","['yesterday', 'president', 'biden', 'signed', 'the', 'historicinto', 'lawfor', 'those', 'wondering', 'how', 'this', 'legislation', 'will', 'help', 'them', 'watch', 'my', 'short', 'video', 'that', 'explains', 'it', 'clearly', 'this', 'bill', 'is', 'a', 'win', 'for', 'our', 'health', 'climate', 'and', 'our', 'future']"
"as social security turns 87, we’re working to protect it into the future.to my gop colleagues: don’t you dare mess with my social security!","['as', 'social', 'security', 'turns', 'were', 'working', 'to', 'protect', 'it', 'into', 'the', 'futureto', 'my', 'gop', 'colleagues', 'dont', 'you', 'dare', 'mess', 'with', 'my', 'social', 'security']"
"since the beginning of, community health centers like borinquen medical center have played a pivotal role in our communities. from helping our children get immunized before they return to school to connecting neighbors with the care they deserve—community health centers deliver!","['since', 'the', 'beginning', 'of', 'community', 'health', 'centers', 'like', 'borinquen', 'medical', 'center', 'have', 'played', 'a', 'pivotal', 'role', 'in', 'our', 'communities', 'from', 'helping', 'our', 'children', 'get', 'immunized', 'before', 'they', 'return', 'to', 'school', 'to', 'connecting', 'neighbors', 'with', 'the', 'care', 'they', 'deservecommunity', 'health', 'centers', 'deliver']"
"thank you to, sec mayorkas, fema, and noaa for visitingandthis week to highlight the’s $1 billion investment in","['thank', 'you', 'to', 'sec', 'mayorkas', 'fema', 'and', 'noaa', 'for', 'visitingandthis', 'week', 'to', 'highlight', 'thes', 'billion', 'investment', 'in']"
"with support from president biden and vp harris, we are investing in a more resilient future by helping south florida build back stronger and more sustainably as we prepare for record-setting storms and extreme weather.","['with', 'support', 'from', 'president', 'biden', 'and', 'vp', 'harris', 'we', 'are', 'investing', 'in', 'a', 'more', 'resilient', 'future', 'by', 'helping', 'south', 'florida', 'build', 'back', 'stronger', 'and', 'more', 'sustainably', 'as', 'we', 'prepare', 'for', 'recordsetting', 'storms', 'and', 'extreme', 'weather']"
"climate change is here, and we are already feeling its effects. with her visit, vp harris demonstrated the biden admin is as committed as ever to combating climate change and supporting frontline communities like ours. #p","['climate', 'change', 'is', 'here', 'and', 'we', 'are', 'already', 'feeling', 'its', 'effects', 'with', 'her', 'visit', 'vp', 'harris', 'demonstrated', 'the', 'biden', 'admin', 'is', 'as', 'committed', 'as', 'ever', 'to', 'combating', 'climate', 'change', 'and', 'supporting', 'frontline', 'communities', 'like', 'ours', 'p']"
"with record heat waves ravaging the country, house democrats are moving forward with legislation to keep workers safe from heat-related illnesses!i voted yesterday to ensure we have in place common-sense workplace protections for our most at-risk workers. #d","['with', 'record', 'heat', 'waves', 'ravaging', 'the', 'country', 'house', 'democrats', 'are', 'moving', 'forward', 'with', 'legislation', 'to', 'keep', 'workers', 'safe', 'from', 'heatrelated', 'illnessesi', 'voted', 'yesterday', 'to', 'ensure', 'we', 'have', 'in', 'place', 'commonsense', 'workplace', 'protections', 'for', 'our', 'most', 'atrisk', 'workers', 'd']"
"congress must act now because florida’s leadership has failed our children. i spoke today in support of the healthy meals, healthy kids act and for expanding nutrition options for our children in and out of school. #c","['congress', 'must', 'act', 'now', 'because', 'floridas', 'leadership', 'has', 'failed', 'our', 'children', 'i', 'spoke', 'today', 'in', 'support', 'of', 'the', 'healthy', 'meals', 'healthy', 'kids', 'act', 'and', 'for', 'expanding', 'nutrition', 'options', 'for', 'our', 'children', 'in', 'and', 'out', 'of', 'school', 'c']"
"with our right to access contraception under attack by a radical supreme court, i was proud to stand with house democratic women to protect access to birth control and emergency contraception. women deserve the right to make decisions about their own future!","['with', 'our', 'right', 'to', 'access', 'contraception', 'under', 'attack', 'by', 'a', 'radical', 'supreme', 'court', 'i', 'was', 'proud', 'to', 'stand', 'with', 'house', 'democratic', 'women', 'to', 'protect', 'access', 'to', 'birth', 'control', 'and', 'emergency', 'contraception', 'women', 'deserve', 'the', 'right', 'to', 'make', 'decisions', 'about', 'their', 'own', 'future']"
shame on all these republicans who rise up to take away our freedom to choose and have the audacity to fuss about the programs that help mothers and grandmothers raise children once they’re born. it’s always been about control. #a,"['shame', 'on', 'all', 'these', 'republicans', 'who', 'rise', 'up', 'to', 'take', 'away', 'our', 'freedom', 'to', 'choose', 'and', 'have', 'the', 'audacity', 'to', 'fuss', 'about', 'the', 'programs', 'that', 'help', 'mothers', 'and', 'grandmothers', 'raise', 'children', 'once', 'theyre', 'born', 'its', 'always', 'been', 'about', 'control', 'a']"
i just got off the floor where i voted with the people and for the people to defendacross our country! we cannot let radical republicans take away our rights.,"['i', 'just', 'got', 'off', 'the', 'floor', 'where', 'i', 'voted', 'with', 'the', 'people', 'and', 'for', 'the', 'people', 'to', 'defendacross', 'our', 'country', 'we', 'cannot', 'let', 'radical', 'republicans', 'take', 'away', 'our', 'rights']"
i proudly joined mysisters for the 70thto share this message: vote!these are perilous times that people have not seen in generations—and the ballot is the most important tool in our arsenal. we cannot go back.,"['i', 'proudly', 'joined', 'mysisters', 'for', 'the', 'thto', 'share', 'this', 'message', 'votethese', 'are', 'perilous', 'times', 'that', 'people', 'have', 'not', 'seen', 'in', 'generationsand', 'the', 'ballot', 'is', 'the', 'most', 'important', 'tool', 'in', 'our', 'arsenal', 'we', 'cannot', 'go', 'back']"
,[]
it was my honor to introduce omari hardwick at the juneteenth honors. he is a remarkable role model who has already done so much good for our community — and he’s right! it’s just the beginning for the change we will bring together.,"['it', 'was', 'my', 'honor', 'to', 'introduce', 'omari', 'hardwick', 'at', 'the', 'juneteenth', 'honors', 'he', 'is', 'a', 'remarkable', 'role', 'model', 'who', 'has', 'already', 'done', 'so', 'much', 'good', 'for', 'our', 'community', 'and', 'hes', 'right', 'its', 'just', 'the', 'beginning', 'for', 'the', 'change', 'we', 'will', 'bring', 'together']"
